No,;Time;;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;;Delay1;;Delay 2;;Jitter
5220;122.258.079;122,258079;104,22,1,235;192,168,100,98;TCP;66;443  >  56978 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;122,258079;122,258322;;0,000243;;0,000906;;0,000663
5221;122.258.322;122,258322;192,168,100,98;104,22,1,235;TCP;54;56978  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;122,258322;122,259228;;0,000906;;0,302536;;0,30163
5222;122.259.228;122,259228;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;122,259228;122,561764;;0,302536;;0,06134;;0,241196
5223;122.561.764;122,561764;192,168,100,98;104,22,1,235;TCP;372;[TCP Retransmission] 56978  >  443 [PSH, ACK] Seq=1 Ack=1 Win=131584 Len=318;;;122,561764;122,623104;;0,06134;;0,013207;;0,048133
5224;122.623.104;122,623104;104,22,1,235;192,168,100,98;TCP;54;443  >  56978 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;122,623104;122,636311;;0,013207;;0,00184;;0,011367
5225;122.636.311;122,636311;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;122,636311;122,638151;;0,00184;;0,059959;;0,058119
5226;122.638.151;122,638151;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;122,638151;122,69811;;0,059959;;0,000139;;0,05982
5227;122.698.110;122,69811;104,22,1,235;192,168,100,98;TCP;56;443  >  56978 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;122,69811;122,698249;;0,000139;;0,058186;;0,058047
5228;122.698.249;122,698249;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;122,698249;122,756435;;0,058186;;0,250015;;0,191829
5229;122.756.435;122,756435;104,22,1,235;192,168,100,98;TCP;56;443  >  56978 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;122,756435;123,00645;;0,250015;;9,90E-05;;0,249916
5230;123.006.450;123,00645;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56978 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;123,00645;123,006549;;9,90E-05;;0,008646;;0,008547
5231;123.006.549;123,006549;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 5226#1] 56978  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;123,006549;123,015195;;0,008646;;0,000187;;0,008459
5232;123.015.195;123,015195;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56978 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;123,015195;123,015382;;0,000187;;0,000715;;0,000528
5233;123.015.382;123,015382;192,168,100,98;104,22,1,235;TCP;54;56978  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;123,015382;123,016097;;0,000715;;0,057439;;0,056724
5234;123.016.097;123,016097;192,168,100,98;104,22,1,235;TCP;54;56978  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;123,016097;123,073536;;0,057439;;0,01333;;0,044109
5235;123.073.536;123,073536;104,22,1,235;192,168,100,98;TCP;56;443  >  56978 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;123,073536;123,086866;;0,01333;;0,051601;;0,038271
5236;123.086.866;123,086866;192,168,100,98;104,22,1,235;TCP;66;56979  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;123,086866;123,138467;;0,051601;;0,000218;;0,051383
5237;123.138.467;123,138467;104,22,1,235;192,168,100,98;TCP;66;443  >  56979 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;123,138467;123,138685;;0,000218;;0,000924;;0,000706
5238;123.138.685;123,138685;192,168,100,98;104,22,1,235;TCP;54;56979  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;123,138685;123,139609;;0,000924;;0,072204;;0,07128
5239;123.139.609;123,139609;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;123,139609;123,211813;;0,072204;;0,01207;;0,060134
5240;123.211.813;123,211813;104,22,1,235;192,168,100,98;TCP;54;443  >  56979 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;123,211813;123,223883;;0,01207;;0,001736;;0,010334
5241;123.223.883;123,223883;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;123,223883;123,225619;;0,001736;;0,075914;;0,074178
5242;123.225.619;123,225619;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;123,225619;123,301533;;0,075914;;9,90E-05;;0,075815
5243;123.301.533;123,301533;104,22,1,235;192,168,100,98;TCP;56;443  >  56979 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;123,301533;123,301632;;9,90E-05;;0,049621;;0,049522
5244;123.301.632;123,301632;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;123,301632;123,351253;;0,049621;;0,23812;;0,188499
5245;123.351.253;123,351253;104,22,1,235;192,168,100,98;TCP;56;443  >  56979 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;123,351253;123,589373;;0,23812;;9,80E-05;;0,238022
5246;123.589.373;123,589373;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56979 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;123,589373;123,589471;;9,80E-05;;0,014516;;0,014418
5247;123.589.471;123,589471;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 5242#1] 56979  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;123,589471;123,603987;;0,014516;;0,00018;;0,014336
5248;123.603.987;123,603987;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56979 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;123,603987;123,604167;;0,00018;;0,000798;;0,000618
5249;123.604.167;123,604167;192,168,100,98;104,22,1,235;TCP;54;56979  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;123,604167;123,604965;;0,000798;;0,048592;;0,047794
5250;123.604.965;123,604965;192,168,100,98;104,22,1,235;TCP;54;56979  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;123,604965;123,653557;;0,048592;;0,010138;;0,038454
5251;123.653.557;123,653557;104,22,1,235;192,168,100,98;TCP;56;443  >  56979 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;123,653557;123,663695;;0,010138;;0,05022;;0,040082
5252;123.663.695;123,663695;192,168,100,98;104,22,1,235;TCP;66;56980  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;123,663695;123,713915;;0,05022;;0,000204;;0,050016
5253;123.713.915;123,713915;104,22,1,235;192,168,100,98;TCP;66;443  >  56980 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;123,713915;123,714119;;0,000204;;0,000912;;0,000708
5254;123.714.119;123,714119;192,168,100,98;104,22,1,235;TCP;54;56980  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;123,714119;123,715031;;0,000912;;0,049171;;0,048259
5255;123.715.031;123,715031;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;123,715031;123,764202;;0,049171;;0,019593;;0,029578
5256;123.764.202;123,764202;104,22,1,235;192,168,100,98;TCP;54;443  >  56980 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;123,764202;123,783795;;0,019593;;0,001694;;0,017899
5257;123.783.795;123,783795;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;123,783795;123,785489;;0,001694;;0,04961;;0,047916
5258;123.785.489;123,785489;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;123,785489;123,835099;;0,04961;;8,50E-05;;0,049525
5259;123.835.099;123,835099;104,22,1,235;192,168,100,98;TCP;56;443  >  56980 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;123,835099;123,835184;;8,50E-05;;0,049162;;0,049077
5260;123.835.184;123,835184;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;123,835184;123,884346;;0,049162;;0,236221;;0,187059
5261;123.884.346;123,884346;104,22,1,235;192,168,100,98;TCP;56;443  >  56980 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;123,884346;124,120567;;0,236221;;0,000116;;0,236105
5262;124.120.567;124,120567;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56980 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;124,120567;124,120683;;0,000116;;0,013144;;0,013028
5263;124.120.683;124,120683;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 5258#1] 56980  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;124,120683;124,133827;;0,013144;;0,000153;;0,012991
5264;124.133.827;124,133827;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56980 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;124,133827;124,13398;;0,000153;;0,000811;;0,000658
5265;124.133.980;124,13398;192,168,100,98;104,22,1,235;TCP;54;56980  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;124,13398;124,134791;;0,000811;;0,048319;;0,047508
5266;124.134.791;124,134791;192,168,100,98;104,22,1,235;TCP;54;56980  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;124,134791;124,18311;;0,048319;;0,014271;;0,034048
5267;124.183.110;124,18311;104,22,1,235;192,168,100,98;TCP;56;443  >  56980 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;124,18311;124,197381;;0,014271;;0,048744;;0,034473
5268;124.197.381;124,197381;192,168,100,98;104,22,1,235;TCP;66;56981  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;124,197381;124,246125;;0,048744;;0,00021;;0,048534
5269;124.246.125;124,246125;104,22,1,235;192,168,100,98;TCP;66;443  >  56981 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;124,246125;124,246335;;0,00021;;0,000944;;0,000734
5270;124.246.335;124,246335;192,168,100,98;104,22,1,235;TCP;54;56981  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;124,246335;124,247279;;0,000944;;0,048957;;0,048013
5271;124.247.279;124,247279;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;124,247279;124,296236;;0,048957;;0,017609;;0,031348
5272;124.296.236;124,296236;104,22,1,235;192,168,100,98;TCP;54;443  >  56981 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;124,296236;124,313845;;0,017609;;0,001818;;0,015791
5273;124.313.845;124,313845;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;124,313845;124,315663;;0,001818;;0,051018;;0,0492
5274;124.315.663;124,315663;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;124,315663;124,366681;;0,051018;;0,0001;;0,050918
5275;124.366.681;124,366681;104,22,1,235;192,168,100,98;TCP;56;443  >  56981 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;124,366681;124,366781;;0,0001;;0,047848;;0,047748
5276;124.366.781;124,366781;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;124,366781;124,414629;;0,047848;;0,238848;;0,191
5277;124.414.629;124,414629;104,22,1,235;192,168,100,98;TCP;56;443  >  56981 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;124,414629;124,653477;;0,238848;;0,000119;;0,238729
5278;124.653.477;124,653477;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56981 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;124,653477;124,653596;;0,000119;;0,010291;;0,010172
5279;124.653.596;124,653596;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 5274#1] 56981  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;124,653596;124,663887;;0,010291;;0,000194;;0,010097
5280;124.663.887;124,663887;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56981 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;124,663887;124,664081;;0,000194;;0,00069;;0,000496
5281;124.664.081;124,664081;192,168,100,98;104,22,1,235;TCP;54;56981  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;124,664081;124,664771;;0,00069;;0,047117;;0,046427
5282;124.664.771;124,664771;192,168,100,98;104,22,1,235;TCP;54;56981  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;124,664771;124,711888;;0,047117;;0,001809;;0,045308
5283;124.711.888;124,711888;104,22,1,235;192,168,100,98;TCP;56;443  >  56981 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;124,711888;124,713697;;0,001809;;0,053025;;0,051216
5284;124.713.697;124,713697;192,168,100,98;104,22,1,235;TCP;66;56982  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;124,713697;124,766722;;0,053025;;0,000213;;0,052812
5285;124.766.722;124,766722;104,22,1,235;192,168,100,98;TCP;66;443  >  56982 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;124,766722;124,766935;;0,000213;;0,001153;;0,00094
5286;124.766.935;124,766935;192,168,100,98;104,22,1,235;TCP;54;56982  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;124,766935;124,768088;;0,001153;;0,015466;;0,014313
5287;124.768.088;124,768088;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;124,768088;124,783554;;0,015466;;0,0039;;0,011566
5288;124.783.554;124,783554;192,168,100,98;36,92,238,236;TCP;55;[TCP Keep-Alive] 56638  >  443 [ACK] Seq=5358 Ack=3144651 Win=2059 Len=1;;;124,783554;124,787454;;0,0039;;0,029563;;0,025663
5289;124.787.454;124,787454;36,92,238,236;192,168,100,98;TCP;66;[TCP Keep-Alive ACK] 443  >  56638 [ACK] Seq=3144651 Ack=5359 Win=539 Len=0 SLE=5358 SRE=5359;;;124,787454;124,817017;;0,029563;;0,016907;;0,012656
5290;124.817.017;124,817017;104,22,1,235;192,168,100,98;TCP;54;443  >  56982 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;124,817017;124,833924;;0,016907;;0,001824;;0,015083
5291;124.833.924;124,833924;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;124,833924;124,835748;;0,001824;;0,050396;;0,048572
5292;124.835.748;124,835748;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;124,835748;124,886144;;0,050396;;0,000118;;0,050278
5293;124.886.144;124,886144;104,22,1,235;192,168,100,98;TCP;56;443  >  56982 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;124,886144;124,886262;;0,000118;;0,048505;;0,048387
5294;124.886.262;124,886262;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;124,886262;124,934767;;0,048505;;0,229077;;0,180572
5295;124.934.767;124,934767;104,22,1,235;192,168,100,98;TCP;56;443  >  56982 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;124,934767;125,163844;;0,229077;;0,000128;;0,228949
5296;125.163.844;125,163844;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56982 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;125,163844;125,163972;;0,000128;;0,010839;;0,010711
5297;125.163.972;125,163972;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 5292#1] 56982  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;125,163972;125,174811;;0,010839;;0,000243;;0,010596
5298;125.174.811;125,174811;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56982 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;125,174811;125,175054;;0,000243;;0,00089;;0,000647
5299;125.175.054;125,175054;192,168,100,98;104,22,1,235;TCP;54;56982  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;125,175054;125,175944;;0,00089;;0,048953;;0,048063
5300;125.175.944;125,175944;192,168,100,98;104,22,1,235;TCP;54;56982  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;125,175944;125,224897;;0,048953;;0,001982;;0,046971
5301;125.224.897;125,224897;104,22,1,235;192,168,100,98;TCP;56;443  >  56982 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;125,224897;125,226879;;0,001982;;0,049784;;0,047802
5302;125.226.879;125,226879;192,168,100,98;104,22,1,235;TCP;66;56983  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;125,226879;125,276663;;0,049784;;0,000239;;0,049545
5303;125.276.663;125,276663;104,22,1,235;192,168,100,98;TCP;66;443  >  56983 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;125,276663;125,276902;;0,000239;;0,000966;;0,000727
5304;125.276.902;125,276902;192,168,100,98;104,22,1,235;TCP;54;56983  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;125,276902;125,277868;;0,000966;;0,050018;;0,049052
5305;125.277.868;125,277868;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;125,277868;125,327886;;0,050018;;0,016463;;0,033555
5306;125.327.886;125,327886;104,22,1,235;192,168,100,98;TCP;54;443  >  56983 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;125,327886;125,344349;;0,016463;;0,00158;;0,014883
5307;125.344.349;125,344349;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;125,344349;125,345929;;0,00158;;0,058845;;0,057265
5308;125.345.929;125,345929;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;125,345929;125,404774;;0,058845;;9,90E-05;;0,058746
5309;125.404.774;125,404774;104,22,1,235;192,168,100,98;TCP;56;443  >  56983 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;125,404774;125,404873;;9,90E-05;;0,065409;;0,06531
5310;125.404.873;125,404873;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;125,404873;125,470282;;0,065409;;0,237432;;0,172023
5311;125.470.282;125,470282;104,22,1,235;192,168,100,98;TCP;56;443  >  56983 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;125,470282;125,707714;;0,237432;;0,000118;;0,237314
5312;125.707.714;125,707714;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56983 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;125,707714;125,707832;;0,000118;;0,007009;;0,006891
5313;125.707.832;125,707832;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 5308#1] 56983  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;125,707832;125,714841;;0,007009;;0,000165;;0,006844
5314;125.714.841;125,714841;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56983 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;125,714841;125,715006;;0,000165;;0,000737;;0,000572
5315;125.715.006;125,715006;192,168,100,98;104,22,1,235;TCP;54;56983  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;125,715006;125,715743;;0,000737;;0,047895;;0,047158
5316;125.715.743;125,715743;192,168,100,98;104,22,1,235;TCP;54;56983  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;125,715743;125,763638;;0,047895;;0,00531;;0,042585
5317;125.763.638;125,763638;104,22,1,235;192,168,100,98;TCP;56;443  >  56983 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;125,763638;125,768948;;0,00531;;0,082385;;0,077075
5318;125.768.948;125,768948;192,168,100,98;104,22,1,235;TCP;66;56984  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;125,768948;125,851333;;0,082385;;0,000187;;0,082198
5319;125.851.333;125,851333;104,22,1,235;192,168,100,98;TCP;66;443  >  56984 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;125,851333;125,85152;;0,000187;;0,001355;;0,001168
5320;125.851.520;125,85152;192,168,100,98;104,22,1,235;TCP;54;56984  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;125,85152;125,852875;;0,001355;;0,059859;;0,058504
5321;125.852.875;125,852875;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;125,852875;125,912734;;0,059859;;0,011015;;0,048844
5322;125.912.734;125,912734;104,22,1,235;192,168,100,98;TCP;54;443  >  56984 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;125,912734;125,923749;;0,011015;;0,002033;;0,008982
5323;125.923.749;125,923749;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;125,923749;125,925782;;0,002033;;0,050575;;0,048542
5324;125.925.782;125,925782;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;125,925782;125,976357;;0,050575;;6,70E-05;;0,050508
5325;125.976.357;125,976357;104,22,1,235;192,168,100,98;TCP;56;443  >  56984 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;125,976357;125,976424;;6,70E-05;;0,050649;;0,050582
5326;125.976.424;125,976424;192,168,100,98;104,22,1,235;TLSv1;160;Application Data, Application Data;;;125,976424;126,027073;;0,050649;;0,23225;;0,181601
5327;126.027.073;126,027073;104,22,1,235;192,168,100,98;TCP;56;443  >  56984 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;126,027073;126,259323;;0,23225;;5,90E-05;;0,232191
5328;126.259.323;126,259323;104,22,1,235;192,168,100,98;TCP;54;[TCP Previous segment not captured] 443  >  56984 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0;;;126,259323;126,259382;;5,90E-05;;0,014773;;0,014714
5329;126.259.382;126,259382;192,168,100,98;104,22,1,235;TCP;54;[TCP Dup ACK 5324#1] 56984  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;126,259382;126,274155;;0,014773;;0,000207;;0,014566
5330;126.274.155;126,274155;104,22,1,235;192,168,100,98;TCP;955;[TCP Out-Of-Order] 443  >  56984 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901;;;126,274155;126,274362;;0,000207;;0,000915;;0,000708
5331;126.274.362;126,274362;192,168,100,98;104,22,1,235;TCP;54;56984  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;126,274362;126,275277;;0,000915;;0,048425;;0,04751
5332;126.275.277;126,275277;192,168,100,98;104,22,1,235;TCP;54;56984  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;126,275277;126,323702;;0,048425;;0,037395;;0,01103
5333;126.323.702;126,323702;104,22,1,235;192,168,100,98;TCP;56;443  >  56984 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;126,323702;126,361097;;0,037395;;0,054535;;0,01714
5334;126.361.097;126,361097;192,168,100,98;104,22,1,235;TCP;66;56985  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;126,361097;126,415632;;0,054535;;0,000139;;0,054396
5335;126.415.632;126,415632;104,22,1,235;192,168,100,98;TCP;66;443  >  56985 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024;;;126,415632;126,415771;;0,000139;;0,000528;;0,000389
5336;126.415.771;126,415771;192,168,100,98;104,22,1,235;TCP;54;56985  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;126,415771;126,416299;;0,000528;;0,057248;;0,05672
5337;126.416.299;126,416299;192,168,100,98;104,22,1,235;TLSv1;372;Client Hello;;;126,416299;126,473547;;0,057248;;0,020414;;0,036834
5338;126.473.547;126,473547;104,22,1,235;192,168,100,98;TCP;54;443  >  56985 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;126,473547;126,493961;;0,020414;;0,000993;;0,019421
5339;126.493.961;126,493961;104,22,1,235;192,168,100,98;TLSv1;177;Server Hello, Change Cipher Spec, Encrypted Handshake Message;;;126,493961;126,494954;;0,000993;;0,048684;;0,047691
5340;126.494.954;126,494954;192,168,100,98;104,22,1,235;TLSv1;699;Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data;;;126,494954;126,543638;;0,048684;;0,00011;;0,048574
